532NMX,-1,2ZF6724664,113988833,2015325351
3119MX,-1,2ZF6724664,113988833,2015325351
1155MX,-3,2T28241754,113977706,2015331286
759NMX,-1,2ZF6742347,114019018,2015324695
3189MX,-1,2ZF6742347,114019018,2015324695
3119MX,-1,2ZF6747780,114028018,2015329105
3525MX,-1,2ZF6747780,114028018,2015329105
1019MX,-1,2ZF6747780,114028018,2015329105
030KMX,-1,2ZF6747732,114027865,2015329131
4000MX,-1,2ZF6747732,114027865,2015329131
0413MX,-2,2ZF6747732,114027865,2015329131
9947MX,-5,2ZF6658128,113873933,2015330461
0065MX,-1,2ZF6658128,113873933,2015330461
759NMX,-2,2ZF6728373,113995031,2015325314
0770MX,-1,2ZF6728373,113995031,2015325314
759NMX,-1,2ZF6747524,114027126,2015324076
1829MX,-1,2ZF6747524,114027126,2015324076
605894,-2,2ZF6747697,114027401,2015323660
605893,-1,2ZF6747697,114027401,2015323660
605892,-1,2ZF6747697,114027401,2015323660
108NMX,-1,2ZF6747697,114027401,2015323660
0884MX,-1,2ZF6747697,114027401,2015323660
1094MX,-1,2ZF6747697,114027401,2015323660
1019MX,-1,2ZF6747697,114027401,2015323660
2648MX,-1,2ZF6746531,114025684,2015329271
2131MX,-1,2ZF6746531,114025684,2015329271
4002MX,-1,2ZF6746531,114025684,2015329271
4000MX,-1,2ZF6746531,114025684,2015329271
1155MX,-1,2ZF6746531,114025684,2015329271
759NMX,-2,2ZF6736025,114008987,2015325104
1428MX,-1,2ZF6736025,114008987,2015325104
2631MX,-1,2T28265744,114027847,2015330623
0922MX,-1,2T28265744,114027847,2015330623
0964MX,-1,2T28265744,114027847,2015330623
0370MX,-2,2T28265744,114027847,2015330623
1926MX,-1,2ZF6736453,114009746,2015330085
0963MX,-1,2ZF6736453,114009746,2015330085
4000MX,-1,2ZF6736453,114009746,2015330085
0370MX,-1,2ZF6736453,114009746,2015330085
1019MX,-1,2ZF6736453,114009746,2015330085
2131MX,-1,2ZF6743940,114021590,2015329621
4000MX,-1,2ZF6743940,114021590,2015329621
3119MX,-1,2ZF6743940,114021590,2015329621
3525MX,-1,2ZF6743940,114021590,2015329621
1019MX,-1,2ZF6743940,114021590,2015329621
886NMX,-2,2ZF6726693,113992025,2015325340
759NMX,-1,2ZF6726693,113992025,2015325340
1610MX,-1,2ZF6726693,113992025,2015325340
2131MX,-1,2ZF6726693,113992025,2015325340
308A,-5,2ZF6726693,113992025,2015325340
4000MX,-1,2ZF6726693,113992025,2015325340
4001MX,-1,2ZF6726693,113992025,2015325340
0085MX,-1,2ZF6726693,113992025,2015325340
0370MX,-1,2ZF6726693,113992025,2015325340
1610MX,-4,2ZF6701091,113946862,2015330380
2631MX,-3,2ZF6701091,113946862,2015330380
049KMX,-1,2T28253507,114002209,2015331135
1926MX,-1,2T28253507,114002209,2015331135
2374MX,-2,2T28253507,114002209,2015331135
0032MX,-2,2T28253507,114002209,2015331135
284NMX,-1,2ZF6747657,114027336,2015323995
759NMX,-2,2ZF6728481,113994869,7571304576
0884MX,-1,2ZF6728481,113994869,7571304576
2648MX,-1,2ZF6728481,113994869,7571304576
3119MX,-1,2ZF6728481,113994869,7571304576
2374MX,-1,2ZF6745792,114024444,2015329304
0771MX,-1,2ZF6745792,114024444,2015329304
0774MX,-1,2ZF6745792,114024444,2015329304
0768MX,-1,2ZF6745792,114024444,2015329304
0899MX,-1,2ZF6745792,114024444,2015329304
0767MX,-1,2ZF6745792,114024444,2015329304
0773MX,-1,2ZF6745792,114024444,2015329304
0773MX,-1,2ZF6745792,114024444,2015329304
0772MX,-1,2ZF6745792,114024444,2015329304
0772MX,-1,2ZF6745792,114024444,2015329304
0770MX,-1,2ZF6745792,114024444,2015329304
0765MX,-1,2ZF6745792,114024444,2015329304
602190,-1,2ZF6745792,114024444,2015329304
0413MX,-2,2ZF6745792,114024444,2015329304
1095MX,-1,2ZF6745792,114024444,2015329304
9947MX,-10,2ZF6745792,114024444,2015329304
0079MX,-1,2ZF6745792,114024444,2015329304
1094MX,-1,2ZF6745792,114024444,2015329304
3123MX,-1,2ZF6745792,114024444,2015329304
0032MX,-1,2ZF6745792,114024444,2015329304
1155MX,-2,2ZF6745792,114024444,2015329304
0065MX,-1,2ZF6745792,114024444,2015329304
3115MX,-1,2ZF6745792,114024444,2015329304
759NMX,-2,2ZF6711719,113965872,2015325535
1094MX,-2,2ZF6711719,113965872,2015325535
0899MX,-1,2ZF6724234,113988179,2015330310
0767MX,-1,2ZF6724234,113988179,2015330310
0770MX,-1,2ZF6724234,113988179,2015330310
1094MX,-1,2ZF6724234,113988179,2015330310
0884MX,-1,2ZF6740500,114016244,2015329901
2131MX,-1,2ZF6740500,114016244,2015329901
1473MX,-1,2ZF6740500,114016244,2015329901
4000MX,-1,2ZF6740500,114016244,2015329901
1065MX,-3,2ZF6740500,114016244,2015329901
1019MX,-2,2ZF6740500,114016244,2015329901
3175MX,-1,2ZF6740500,114016244,2015329901
030KMX,-1,2T28264441,114025005,2015330925
1926MX,-1,2T28264441,114025005,2015330925
2364MX,-1,2T28264441,114025005,2015330925
1065MX,-1,2T28264441,114025005,2015330925
4011MX,-1,2ZF6744371,114022293,7571304554
1155MX,-1,2ZF6737264,114011071,2015330063
030KMX,-1,2T28265463,114027615,2015330715
1926MX,-1,2T28265463,114027615,2015330715
2631MX,-1,2T28265463,114027615,2015330715
0963MX,-1,2T28265463,114027615,2015330715
2864MX,-1,2T28265463,114027615,2015330715
759NMX,-2,2ZF6720568,113982574,2015325362
0085MX,-1,2ZF6720568,113982574,2015325362
849PMX,-1,2ZF6694293,113936136,2015325841
2631MX,-1,2ZF6694293,113936136,2015325841
759NMX,-1,2ZF6696014,113938902,2015325815
0085MX,-1,2ZF6696014,113938902,2015325815
4000MX,-1,2T28265056,114026604,2015330796
1019MX,-3,2T28265056,114026604,2015330796
284NMX,-1,2ZF6746563,114025704,2015324150
1019MX,-1,2ZF6746563,114025704,2015324150
973NMX,-1,2ZF6742010,114018520,2015324706
1155MX,-2,2ZF6742010,114018520,2015324706
1829MX,-1,2T28252123,113999588,2015331205
1926MX,-1,2T28252123,113999588,2015331205
2364MX,-1,2T28252123,113999588,2015331205
0831MX,-1,2T28252123,113999588,2015331205
1061MX,-1,2T28252123,113999588,2015331205
1841MX,-1,2T28252123,113999588,2015331205
2631MX,-2,2T28252123,113999588,2015331205
4000MX,-1,2T28252123,113999588,2015331205
3119MX,-1,2T28252123,113999588,2015331205
0085MX,-1,2T28252123,113999588,2015331205
0370MX,-1,2T28252123,113999588,2015331205
2864MX,-1,2T28252123,113999588,2015331205
3150MX,-1,2T28252123,113999588,2015331205
0032MX,-2,2T28252123,113999588,2015331205
2631MX,-1,2ZF6737555,114011512,2015329982
0963MX,-1,2ZF6737555,114011512,2015329982
0085MX,-1,2ZF6737555,114011512,2015329982
0565MX,-1,2ZF6737555,114011512,2015329982
886NMX,-2,2ZF6703259,113950212,2015325631
3123MX,-1,2ZF6703259,113950212,2015325631
1155MX,-2,2ZF6703259,113950212,2015325631
0940MX,-1,2T28265114,114026813,2015330752
4000MX,-1,2T28265114,114026813,2015330752
1019MX,-1,2T28265114,114026813,2015330752
759NMX,-2,2ZF6703083,113949967,2015325686
1061MX,-1,2ZF6703083,113949967,2015325686
1155MX,-1,2ZF6703083,113949967,2015325686
886NMX,-2,2ZF6747372,114026916,2015324102
1610MX,-1,2ZF6747372,114026916,2015324102
1065MX,-1,2ZF6747372,114026916,2015324102
605894,-2,2ZF6669885,113891188,2015326051
605893,-1,2ZF6669885,113891188,2015326051
605892,-1,2ZF6669885,113891188,2015326051
108NMX,-1,2ZF6669885,113891188,2015326051
0964MX,-1,2ZF6669885,113891188,2015326051
2864MX,-1,2ZF6669885,113891188,2015326051
849PMX,-1,2ZF6676991,113902125,2015326036
2644MX,-1,2ZF6676991,113902125,2015326036
973NMX,-1,2ZF6737882,114012002,2015325023
3525MX,-1,2ZF6737882,114012002,2015325023
2131MX,-1,2ZF6746701,114025921,2015329186
3119MX,-2,2ZF6746701,114025921,2015329186
0085MX,-3,2ZF6746701,114025921,2015329186
2864MX,-2,2ZF6746701,114025921,2015329186
1019MX,-1,2ZF6746701,114025921,2015329186
3189MX,-1,2ZF6746701,114025921,2015329186
690095,-1,2T28264627,114025654,2015330844
298A,-1,2T28264627,114025654,2015330844
0963MX,-1,2T28264627,114025654,2015330844
4000MX,-1,2T28264627,114025654,2015330844
9947MX,-1,2T28264627,114025654,2015330844
8504MX,-1,2T28264627,114025654,2015330844
7056MX,-1,2T28264627,114025654,2015330844
N764MX,-1,2ZF6740249,114015820,2015324872
0085MX,-5,2ZF6740249,114015820,2015324872
886NMX,-2,2ZF6738322,114012734,2015324986
3119MX,-1,2ZF6738322,114012734,2015324986
605894,-2,2ZF6746428,114025481,2015324216
605893,-1,2ZF6746428,114025481,2015324216
605892,-1,2ZF6746428,114025481,2015324216
108NMX,-1,2ZF6746428,114025481,2015324216
0884MX,-1,2ZF6746428,114025481,2015324216
2648MX,-1,2ZF6746428,114025481,2015324216
973NMX,-1,2ZF6744170,114021925,2015324522
759NMX,-2,2ZF6744170,114021925,2015324522
4000MX,-1,2ZF6744170,114021925,2015324522
1019MX,-1,2ZF6744170,114021925,2015324522
284NMX,-1,2ZF6746477,114025540,2015324205
030KMX,-4,50H3909386,114025917,2015328722
049KMX,-4,50H3909386,114025917,2015328722
1610MX,-2,50H3909386,114025917,2015328722
2131MX,-4,50H3909386,114025917,2015328722
2644MX,-5,50H3909386,114025917,2015328722
030KMX,-1,2ZF6742388,114019083,2015329783
0884MX,-1,2ZF6742388,114019083,2015329783
1926MX,-6,2ZF6742388,114019083,2015329783
0831MX,-6,2ZF6742388,114019083,2015329783
1428MX,-5,2ZF6742388,114019083,2015329783
4002MX,-2,2ZF6742388,114019083,2015329783
4004MX,-2,2ZF6742388,114019083,2015329783
4000MX,-1,2ZF6742388,114019083,2015329783
3123MX,-5,2ZF6742388,114019083,2015329783
3175MX,-5,2ZF6742388,114019083,2015329783
0077MX,-5,2ZF6742388,114019083,2015329783
2374MX,-3,2ZF6744105,114021817,2015328475
1155MX,-1,2ZF6744105,114021817,2015328475
886NMX,-2,2ZF6690454,113930178,2015325944
0413MX,-1,2ZF6690454,113930178,2015325944
1094MX,-1,2ZF6690454,113930178,2015325944
1926MX,-2,2T28264563,114025331,2015330892
2631MX,-2,2T28264563,114025331,2015330892
4000MX,-1,2T28264563,114025331,2015330892
2641MX,-1,2T28264563,114025331,2015330892
605894,-2,2ZF6745804,114024473,2015324231
605893,-1,2ZF6745804,114024473,2015324231
605892,-1,2ZF6745804,114024473,2015324231
108NMX,-1,2ZF6745804,114024473,2015324231
2131MX,-1,2ZF6745804,114024473,2015324231
0831MX,-1,2ZF6745804,114024473,2015324231
973NMX,-1,2ZF6739919,114015287,2015324905
759NMX,-1,2ZF6739919,114015287,2015324905
0413MX,-1,2ZF6739919,114015287,2015324905
1094MX,-1,2ZF6739919,114015287,2015324905
1155MX,-2,2ZF6739919,114015287,2015324905
0831MX,-1,2T28262366,114019734,2015331080
0964MX,-1,2T28262366,114019734,2015331080
4000MX,-3,2T28262366,114019734,2015331080
3176MX,-1,2T28262366,114019734,2015331080
3175MX,-1,2T28262366,114019734,2015331080
2648MX,-2,2ZF6745260,114023616,2015329374
1428MX,-1,2ZF6745260,114023616,2015329374
0079MX,-2,2ZF6745260,114023616,2015329374
1094MX,-3,2ZF6745260,114023616,2015329374
3123MX,-2,2ZF6745260,114023616,2015329374
0065MX,-1,2ZF6745260,114023616,2015329374
K690MX,-1,2ZF6704983,113954961,2015325616
4002MX,-1,2ZF6704983,113954961,2015325616
632AMX,-1,2ZF6737358,114011191,2015330004
2631MX,-1,2ZF6737358,114011191,2015330004
0963MX,-1,2ZF6737358,114011191,2015330004
0899MX,-1,2ZF6737358,114011191,2015330004
0413MX,-1,2ZF6737358,114011191,2015330004
0565MX,-1,2ZF6737358,114011191,2015330004
2864MX,-1,2ZF6737358,114011191,2015330004
3115MX,-1,2ZF6737358,114011191,2015330004
2374MX,-2,50H3909290,114024196,7571304565
2631MX,-1,50H3909290,114024196,7571304565
0964MX,-1,50H3909290,114024196,7571304565
4000MX,-1,50H3909290,114024196,7571304565
4001MX,-1,50H3909290,114024196,7571304565
3119MX,-1,50H3909290,114024196,7571304565
0085MX,-1,50H3909290,114024196,7571304565
0565MX,-1,50H3909290,114024196,7571304565
3175MX,-1,50H3909290,114024196,7571304565
3115MX,-1,50H3909290,114024196,7571304565
049KMX,-1,50H3909261,114023830,2015329024
044KMX,-1,50H3909261,114023830,2015329024
2131MX,-1,50H3909261,114023830,2015329024
0831MX,-1,50H3909261,114023830,2015329024
0964MX,-1,50H3909261,114023830,2015329024
4000MX,-1,50H3909261,114023830,2015329024
4001MX,-1,50H3909261,114023830,2015329024
1065MX,-2,50H3909261,114023830,2015329024
3123MX,-1,50H3909261,114023830,2015329024
0032MX,-1,50H3909261,114023830,2015329024
3175MX,-2,50H3909261,114023830,2015329024
0065MX,-1,50H3909261,114023830,2015329024
3115MX,-1,50H3909261,114023830,2015329024
0884MX,-1,2ZF6731957,114000329,2015330295
4000MX,-1,2ZF6731957,114000329,2015330295
1065MX,-1,2ZF6731957,114000329,2015330295
3175MX,-3,2ZF6731957,114000329,2015330295
759NMX,-1,2ZF6744844,114022987,2015324371
0884MX,-1,2ZF6744844,114022987,2015324371
0963MX,-1,2ZF6744844,114022987,2015324371
1019MX,-1,2ZF6744844,114022987,2015324371
1610MX,-1,2ZF6745517,114024016,2015329330
2648MX,-1,2ZF6745517,114024016,2015329330
2131MX,-1,2ZF6745517,114024016,2015329330
4007MX,-1,2ZF6745517,114024016,2015329330
1610MX,-2,2T28264170,114024377,2015330951
2131MX,-1,2T28264170,114024377,2015330951
2631MX,-3,2T28264170,114024377,2015330951
0964MX,-1,2T28264170,114024377,2015330951
4000MX,-1,2T28264170,114024377,2015330951
3525MX,-2,2T28264170,114024377,2015330951
0085MX,-2,2T28264170,114024377,2015330951
759NMX,-2,2ZF6745335,114023842,2015324301
1926MX,-2,2ZF6745335,114023842,2015324301
0922MX,-2,2ZF6745335,114023842,2015324301
1610MX,-1,50H3909273,114024157,2015328770
0922MX,-1,50H3909273,114024157,2015328770
4002MX,-1,50H3909273,114024157,2015328770
4000MX,-1,50H3909273,114024157,2015328770
4001MX,-1,50H3909273,114024157,2015328770
0364MX,-1,50H3909273,114024157,2015328770
0079MX,-1,50H3909273,114024157,2015328770
3123MX,-1,50H3909273,114024157,2015328770
0565MX,-1,50H3909273,114024157,2015328770
3175MX,-2,50H3909273,114024157,2015328770
3115MX,-1,50H3909273,114024157,2015328770
759NMX,-1,2ZF6740756,114016674,2015324802
0772MX,-1,2ZF6740756,114016674,2015324802
973NMX,-1,2ZF6705729,113956203,2015325572
759NMX,-1,2ZF6705729,113956203,2015325572
1094MX,-1,2ZF6705729,113956203,2015325572
886NMX,-2,2ZF6698462,113942763,2015325712
2631MX,-1,2ZF6698462,113942763,2015325712
N764MX,-1,2ZF6741734,114018133,2015324732
1926MX,-1,2ZF6741734,114018133,2015324732
1065MX,-1,2ZF6741734,114018133,2015324732
1019MX,-1,2ZF6741734,114018133,2015324732
2131MX,-2,2ZF6745126,114023461,2015329411
0831MX,-1,2ZF6745126,114023461,2015329411
4000MX,-1,2ZF6745126,114023461,2015329411
0413MX,-3,2ZF6745126,114023461,2015329411
0085MX,-3,2ZF6745126,114023461,2015329411
1094MX,-3,2ZF6745126,114023461,2015329411
1155MX,-3,2ZF6745126,114023461,2015329411
3175MX,-1,2ZF6745126,114023461,2015329411
0077MX,-1,2ZF6745126,114023461,2015329411
0065MX,-2,2ZF6745126,114023461,2015329411
3115MX,-1,2ZF6745126,114023461,2015329411
1610MX,-1,2ZF6741244,114017409,2015329816
2374MX,-1,2ZF6741244,114017409,2015329816
2631MX,-1,2ZF6741244,114017409,2015329816
0964MX,-1,2ZF6741244,114017409,2015329816
3119MX,-1,2ZF6741244,114017409,2015329816
1065MX,-2,2ZF6741244,114017409,2015329816
0085MX,-1,2ZF6741244,114017409,2015329816
0032MX,-1,2ZF6741244,114017409,2015329816
1019MX,-2,2ZF6741244,114017409,2015329816
973NMX,-1,2ZF6743342,114020660,2015324544
759NMX,-1,2ZF6743342,114020660,2015324544
030KMX,-1,2ZF6743342,114020660,2015324544
0884MX,-1,2ZF6743342,114020660,2015324544
1094MX,-1,2ZF6743342,114020660,2015324544
1155MX,-1,2ZF6743342,114020660,2015324544
973NMX,-1,2ZF6737277,114011083,2015325056
0413MX,-1,2ZF6737277,114011083,2015325056
9947MX,-5,2ZF6737277,114011083,2015325056
759NMX,-1,2ZF6690323,113929960,2015325970
0565MX,-1,2ZF6690323,113929960,2015325970
1926MX,-1,2T28263575,114022746,2015331032
417UMX,-1,2T28263575,114022746,2015331032
2364MX,-1,2T28263575,114022746,2015331032
2374MX,-1,2T28263575,114022746,2015331032
4000MX,-1,2T28263575,114022746,2015331032
0085MX,-1,2T28263575,114022746,2015331032
1094MX,-1,2T28263575,114022746,2015331032
3123MX,-1,2T28263575,114022746,2015331032
1019MX,-1,2T28263575,114022746,2015331032
973NMX,-1,2ZF6715887,113972473,2015325480
299A,-10,2ZF6715887,113972473,2015325480
1065MX,-1,2ZF6715887,113972473,2015325480
3123MX,-1,2ZF6715887,113972473,2015325480
3175MX,-1,2ZF6715887,113972473,2015325480
2631MX,-3,2T28263628,114022917,2015331010
9947MX,-20,2T28263628,114022917,2015331010
1188MX,-2,2T28263628,114022917,2015331010
1019MX,-2,2T28263628,114022917,2015331010
759NMX,-2,2ZF6717329,113974820,2015325406
1094MX,-1,2ZF6717329,113974820,2015325406
K691MX,-1,2ZF6738662,114013269,2015324953
2864MX,-1,2ZF6738662,114013269,2015324953
632AMX,-2,2ZF6744705,114022769,2015329433
973NMX,-1,2ZF6679304,113905890,2015326003
690095,-1,2ZF6679304,113905890,2015326003
298A,-1,2ZF6679304,113905890,2015326003
0963MX,-1,2ZF6679304,113905890,2015326003
4011MX,-1,2ZF6679304,113905890,2015326003
4000MX,-1,2ZF6679304,113905890,2015326003
9947MX,-1,2ZF6679304,113905890,2015326003
8504MX,-1,2ZF6679304,113905890,2015326003
7056MX,-1,2ZF6679304,113905890,2015326003
1155MX,-1,2ZF6679304,113905890,2015326003
2648MX,-1,2T28233046,113957891,2015331312
2631MX,-1,2T28233046,113957891,2015331312
1095MX,-1,2T28233046,113957891,2015331312
1155MX,-1,2T28233046,113957891,2015331312
0077MX,-1,2T28233046,113957891,2015331312
690095,-1,2ZF6739375,114014451,2015329934
298A,-1,2ZF6739375,114014451,2015329934
0963MX,-1,2ZF6739375,114014451,2015329934
4011MX,-1,2ZF6739375,114014451,2015329934
4000MX,-1,2ZF6739375,114014451,2015329934
9947MX,-1,2ZF6739375,114014451,2015329934
8504MX,-1,2ZF6739375,114014451,2015329934
7056MX,-1,2ZF6739375,114014451,2015329934
886NMX,-2,2ZF6735238,114007723,2015325141
1155MX,-2,2ZF6735238,114007723,2015325141
605894,-2,2ZF6744190,114022029,2015324430
605893,-1,2ZF6744190,114022029,2015324430
605892,-1,2ZF6744190,114022029,2015324430
108NMX,-1,2ZF6744190,114022029,2015324430
2648MX,-1,2ZF6744190,114022029,2015324430
4000MX,-1,2ZF6744190,114022029,2015324430
973NMX,-1,2ZF6743206,114020459,2015324603
0767MX,-1,2ZF6743206,114020459,2015324603
759NMX,-2,2ZF6742563,114019353,2015324662
0413MX,-1,2ZF6742563,114019353,2015324662
1094MX,-1,2ZF6742563,114019353,2015324662
1155MX,-1,2ZF6742563,114019353,2015324662
759NMX,-1,2ZF6668742,113889542,2015326084
9947MX,-5,2ZF6668742,113889542,2015326084
1094MX,-3,2ZF6668742,113889542,2015326084
011KMX,-3,2ZF6743945,114021602,2015329540
1829MX,-2,2ZF6743945,114021602,2015329540
2364MX,-2,2ZF6743945,114021602,2015329540
2374MX,-2,2ZF6743945,114021602,2015329540
3119MX,-5,2ZF6743945,114021602,2015329540
1095MX,-1,2ZF6743945,114021602,2015329540
3175MX,-3,2ZF6743945,114021602,2015329540
0065MX,-4,2ZF6743945,114021602,2015329540
0771MX,-2,2ZF6742785,114019737,2015329761
0774MX,-2,2ZF6742785,114019737,2015329761
0774MX,-4,2ZF6742785,114019737,2015329761
0768MX,-2,2ZF6742785,114019737,2015329761
0899MX,-2,2ZF6742785,114019737,2015329761
0899MX,-4,2ZF6742785,114019737,2015329761
0767MX,-4,2ZF6742785,114019737,2015329761
0767MX,-2,2ZF6742785,114019737,2015329761
0773MX,-6,2ZF6742785,114019737,2015329761
0772MX,-6,2ZF6742785,114019737,2015329761
0770MX,-2,2ZF6742785,114019737,2015329761
0766MX,-4,2ZF6742785,114019737,2015329761
0765MX,-2,2ZF6742785,114019737,2015329761
602190,-4,2ZF6742785,114019737,2015329761
602190,-2,2ZF6742785,114019737,2015329761
011KMX,-1,50H3909129,114022062,2015329061
1829MX,-2,50H3909129,114022062,2015329061
4007MX,-1,50H3909129,114022062,2015329061
1019MX,-1,50H3909129,114022062,2015329061
3175MX,-1,50H3909129,114022062,2015329061
2131MX,-1,2ZF6743733,114021289,2015329654
1065MX,-40,2ZF6743733,114021289,2015329654
