2374MX,-1,2ZF6572676,113720806,8662832452
3123MX,-1,2ZF6572676,113720806,8662832452
0565MX,-1,2ZF6572676,113720806,8662832452
0032MX,-1,2ZF6572676,113720806,8662832452
0065MX,-1,2ZF6572676,113720806,8662832452
3115MX,-1,2ZF6572676,113720806,8662832452
759NMX,-1,2ZF6609636,113782265,8662846010
314A,-1,2ZF6609636,113782265,8662846010
759NMX,-2,2ZF6594950,113757012,8662846846
9947MX,-10,2ZF6594950,113757012,8662846846
0565MX,-1,2ZF6594950,113757012,8662846846
759NMX,-1,2ZF6592975,113753928,8662847023
0085MX,-1,2ZF6592975,113753928,8662847023
030KMX,-3,2ZF6606994,113778315,8662831251
1926MX,-5,2ZF6606994,113778315,8662831251
0940MX,-4,2ZF6606994,113778315,8662831251
2644MX,-2,2ZF6606994,113778315,8662831251
4000MX,-3,2ZF6606994,113778315,8662831251
0366MX,-4,2ZF6606994,113778315,8662831251
0364MX,-2,2ZF6606994,113778315,8662831251
3119MX,-2,2ZF6606994,113778315,8662831251
2641MX,-2,2ZF6606994,113778315,8662831251
1188MX,-1,2ZF6606994,113778315,8662831251
0085MX,-7,2ZF6606994,113778315,8662831251
1019MX,-7,2ZF6606994,113778315,8662831251
298A,-10,2T28138205,113781837,8662832846
1094MX,-3,2T28138205,113781837,8662832846
1155MX,-3,2T28138205,113781837,8662832846
298A,-20,2ZF6609234,113781759,8662831015
296A,-5,2ZF6609234,113781759,8662831015
973NMX,-1,2ZF6608254,113780097,8662846161
759NMX,-1,2ZF6608254,113780097,8662846161
1610MX,-3,2ZF6608254,113780097,8662846161
2131MX,-2,2ZF6608254,113780097,8662846161
2631MX,-3,2ZF6608254,113780097,8662846161
0922MX,-8,2ZF6608254,113780097,8662846161
9947MX,-5,2ZF6608254,113780097,8662846161
1065MX,-2,2ZF6608254,113780097,8662846161
0085MX,-6,2ZF6608254,113780097,8662846161
8654MX,-5,2ZF6608254,113780097,8662846161
1019MX,-1,2ZF6608254,113780097,8662846161
759NMX,-1,2ZF6595286,113757529,8662846791
2631MX,-3,2ZF6595286,113757529,8662846791
0413MX,-5,2ZF6595286,113757529,8662846791
0085MX,-10,2ZF6595286,113757529,8662846791
1094MX,-3,2ZF6595286,113757529,8662846791
973NMX,-1,2ZF6554269,113686263,8662847863
759NMX,-1,2ZF6554269,113686263,8662847863
0085MX,-1,2ZF6554269,113686263,8662847863
2631MX,-5,2T28137127,113778877,8662833476
0963MX,-1,2T28137127,113778877,8662833476
0364MX,-1,2T28137127,113778877,8662833476
3119MX,-1,2T28137127,113778877,8662833476
0085MX,-1,2T28137127,113778877,8662833476
973NMX,-1,2ZF6603286,113772278,8662848574
1926MX,-1,2ZF6603286,113772278,8662848574
1428MX,-1,2ZF6603286,113772278,8662848574
